"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/03 11:29:19 PM PST","O.J.","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Drinks from faucet","Lorge","Male","1-2 years","Indoors only","Long"
"2017/03/03 11:33:36 PM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 11:35:19 PM PST","Conan ","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","THICC","Male","2-5 years","Indoors only","Short"
"2017/03/03 11:36:37 PM PST","Setesh","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","2-5 years","Indoors only","None (e.g. sphinx cat)"
"2017/03/03 11:36:59 PM PST","Monkey","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors only","Short"
"2017/03/03 11:37:15 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/03 11:37:30 PM PST","Orias","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","smol","Male","1-2 years","Indoors only","None (e.g. sphinx cat)"
"2017/03/03 11:37:45 PM PST","Poe","Paws at closed doors;Loves boxes;Sleeps or sits in contorted positions;Drinks from faucet","Medium","Male","2-5 years","Indoors only","Long"
"2017/03/03 11:38:55 PM PST","Salty","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Drools when happy","smol","Male","1-2 years","Indoors only","Short"
"2017/03/03 11:39:17 PM PST","Kitten","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Long"
"2017/03/03 11:39:50 PM PST","Midnight","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:40:11 PM PST","Jiji","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Male","1-2 years","Indoors only","Short"
"2017/03/03 11:40:19 PM PST","Cinnabun ","Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors only","Long"
"2017/03/03 11:43:46 PM PST","Baby","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Female","1-2 years","Indoors only","Long"
"2017/03/03 11:44:06 PM PST","Baby","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Female","1-2 years","Indoors only","Long"
"2017/03/03 11:44:10 PM PST","Midnight","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:44:10 PM PST","Max","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:44:36 PM PST","Marley","Kneads / makes muffins / makes biscuits;Loves boxes;Hides under sheets when making bed;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + backyard","Short"
"2017/03/03 11:44:48 PM PST","Mia","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Prefers men;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","THICC","Female","5-10 years","Indoors + backyard","Short"
"2017/03/03 11:44:58 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Stands on hind legs","smol","Male","2-5 years","Indoors only","Long"
"2017/03/03 11:45:24 PM PST","Blossom","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Hides under sheets when making bed","smol","Female","10+ years","Indoors only","Short"
"2017/03/03 11:46:17 PM PST","Oscar","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors + backyard","Short"
"2017/03/03 11:46:58 PM PST","Dru","Paws at closed doors;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Deliberately knocks things over;Loves computer keyboards;Drinks from faucet;Freaks out about food even when there is plenty in bowl","THICC","Female","2-5 years","Indoors only","Short"
"2017/03/03 11:47:10 PM PST","Kato","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Medium","Male","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 11:47:15 PM PST","Midnight","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:47:17 PM PST","Yuli","Sets belly rub traps;Rubs self on corners;Loves boxes;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Deliberately knocks things over;Loves computer keyboards","smol","Female","5-10 years","Indoors + backyard","Short"
"2017/03/03 11:47:20 PM PST","Ginger","Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","THICC","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 11:47:26 PM PST","Midnight","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:47:41 PM PST","Midnight","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 11:47:48 PM PST","Kramer","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Sleeps or sits in contorted positions;Drools when happy;Prefers men;Deliberately knocks things over;Stares intensely at the wall","Medium","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 11:47:57 PM PST","Charlie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stands on hind legs","Medium","Male","2-5 years","Indoors + backyard","Long"
"2017/03/03 11:48:38 PM PST","Sebastian","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","1-2 years","Indoors only","Short"
"2017/03/03 11:50:01 PM PST","Luca","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/03 11:50:14 PM PST","Anouk","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Drinks from faucet","Medium","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 11:50:45 PM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 11:51:25 PM PST","Action Cat","Loves boxes","Lorge","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 11:51:33 PM PST","Alfie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","1-2 years","Indoors + backyard","Short"
"2017/03/03 11:52:16 PM PST","Action Cat","Loves boxes","Lorge","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 11:52:46 PM PST","Pepper","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Drinks from faucet;Freaks out about food even when there is plenty in bowl","smol","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 11:53:03 PM PST","Muon","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Prefers men;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Female","6-12 months","Indoors only","Short"
"2017/03/03 11:53:40 PM PST","Milo","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Prefers men;Attacks toes;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/04 12:01:05 AM PST","Vaqueta","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:01:42 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:02:10 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:02:24 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:02 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:11 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:15 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:32 AM PST","Oscar","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/04 12:03:35 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:38 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:03:52 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:04:07 AM PST","Marley","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/04 12:04:22 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:04:45 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:04:51 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:05:07 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:05:35 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:06:04 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:06:11 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:06:35 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:06:51 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:07:01 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:07:06 AM PST","Leo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:08:07 AM PST","Buffy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Drinks from faucet","Medium","Female","2-5 years","Indoors + backyard","Short"
"2017/03/04 12:08:20 AM PST","Speedy","Rubs self on corners;Loves boxes;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Stares intensely at the wall;Stands on hind legs","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:09:05 AM PST","Lulu (Lucy)","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Prefers men;Deliberately knocks things over;Stares intensely at the wall","smol","Female","1-2 years","Indoors + backyard","Short"
"2017/03/04 12:09:20 AM PST","Chester","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:11:28 AM PST","Phoebe","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Prefers men;Stands on hind legs","THICC","Female","2-5 years","Indoors only","Long"
"2017/03/04 12:12:20 AM PST","Pepsi ","Paws at closed doors;Sprints suddenly and without reason;Stares intensely at the wall","smol","Female","6-12 months","Indoors + backyard","Short"
"2017/03/04 12:13:20 AM PST","orla","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall","smol","Female","10+ years","Indoors + backyard","Short"
"2017/03/04 12:14:00 AM PST","Blackfoot","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Drinks from faucet","Medium","Male","5-10 years","Indoors only","Short"
"2017/03/04 12:14:19 AM PST","Pendles","Paws at closed doors;Rubs self on corners;Prefers men;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","1-2 years","Indoors + roams free outdoors","Long"
"2017/03/04 12:14:46 AM PST","panger","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Prefers men;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + backyard","Short"
"2017/03/04 12:15:54 AM PST","Fred","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Stares intensely at the wall","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/04 12:16:32 AM PST","George","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Stares intensely at the wall","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/04 12:18:45 AM PST","Daisy","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason","Lorge","Female","10+ years","Indoors + backyard","Short"
"2017/03/04 12:21:15 AM PST","Mithra","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors only","Short"
"2017/03/04 12:22:13 AM PST","Bael","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Female","2-5 years","Indoors only","Long"
"2017/03/04 12:23:46 AM PST","Bella","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:25:53 AM PST","Oscar","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors + backyard","Short"
"2017/03/04 12:25:56 AM PST","mia","Rubs self on corners;Sleeps or sits in contorted positions;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:26:21 AM PST","Lia","Paws at closed doors;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","smol","Female","10+ years","Indoors only","Short"
"2017/03/04 12:27:09 AM PST","archie","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:27:12 AM PST","Lucky","","","","","",""
"2017/03/04 12:28:57 AM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:31:30 AM PST","General Iroh","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Attacks toes;Stands on hind legs","smol","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:32:18 AM PST","Pilgrim","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Drinks from faucet","Medium","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:33:27 AM PST","Bert ","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes","Lorge","Male","2-5 years","Indoors + backyard","Short"
"2017/03/04 12:34:30 AM PST","Bela","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","smol","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:35:21 AM PST","Cassie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over","smol","Female","2-5 years","Indoors + roams free outdoors","Long"
"2017/03/04 12:37:33 AM PST","Kitty","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/04 12:39:30 AM PST","Mitsy","","","","","",""
"2017/03/04 12:41:52 AM PST","Scuzzy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Drinks from faucet","Medium","Female","5-10 years","Indoors + roams free outdoors","Long"
